transaction_id,customer_id,transaction_date,amount,product_category,payment_method,is_refund,discount_pct
116,21,2022-06-19,73.32,upgrade,credit_card,0,25
117,21,2024-01-18,70.82,subscription,ach,0,0
118,21,2023-04-28,535.74,professional_services,paypal,0,10
119,21,2023-05-16,221.93,subscription,credit_card,0,0
120,21,2024-04-30,294.79,professional_services,credit_card,0,20
121,21,2022-08-26,17,subscription,credit_card,0,0
122,21,2022-12-22,409.24,one_time_purchase,debit_card,0,15
123,21,2024-07-03,148.6,one_time_purchase,ach,0,0
124,21,2024-03-27,-370.67,one_time_purchase,ach,1,25
125,21,2022-08-21,179.98,subscription,paypal,0,5
126,21,2023-05-28,7.2,addon,credit_card,0,0
127,21,2022-12-14,309.29,training,credit_card,0,15
128,22,2024-01-15,213.13,subscription,credit_card,0,15
129,22,2024-01-22,475.7,one_time_purchase,wire_transfer,0,0
130,22,2023-09-04,7.34,addon,paypal,0,20
131,22,2024-01-12,65.42,addon,credit_card,0,0
132,22,2024-02-24,259.93,subscription,credit_card,0,0
133,22,2023-07-24,83.78,addon,credit_card,0,0
134,22,2024-06-08,43.71,addon,credit_card,0,0
135,22,2023-10-24,306.39,one_time_purchase,debit_card,0,5
136,22,2024-06-02,50.94,addon,paypal,0,0
137,22,2024-01-04,265.93,one_time_purchase,credit_card,0,0
138,22,2023-12-16,199.33,one_time_purchase,ach,0,0
139,22,2024-05-30,67.03,subscription,credit_card,0,0
140,22,2023-12-16,63.86,addon,ach,0,0
141,22,2023-12-13,95.75,subscription,paypal,0,5
142,23,2024-02-05,93.86,subscription,ach,0,10
143,23,2024-01-13,143.77,subscription,debit_card,0,0
144,23,2023-12-03,246.46,one_time_purchase,debit_card,0,0
145,23,2023-11-05,292.35,subscription,debit_card,0,0
146,23,2024-02-28,142.53,subscription,ach,0,20
147,23,2023-05-29,193.9,subscription,credit_card,0,10
148,24,2024-03-24,195.29,one_time_purchase,ach,0,5
149,25,2023-09-28,153.39,one_time_purchase,debit_card,0,0
150,25,2024-04-30,77.01,addon,ach,0,5
151,26,2024-07-22,72.54,subscription,debit_card,0,0
152,26,2024-02-15,5.02,addon,debit_card,0,0
153,26,2024-05-13,90.83,upgrade,ach,0,5
154,28,2024-06-17,160.85,subscription,debit_card,0,0
155,28,2024-07-23,145.16,upgrade,wire_transfer,0,25
156,28,2024-07-04,139.26,one_time_purchase,paypal,0,15
157,28,2024-05-25,115.68,subscription,wire_transfer,0,10
158,28,2024-05-30,439.62,one_time_purchase,wire_transfer,0,0
159,28,2024-06-19,-226.06,subscription,paypal,1,20
160,28,2024-07-09,179.4,subscription,paypal,0,10
161,28,2024-07-06,-1252.87,professional_services,wire_transfer,1,5
162,28,2024-06-22,211,subscription,ach,0,0
163,28,2024-05-06,1862.39,professional_services,wire_transfer,0,20
164,29,2022-07-10,18.32,subscription,debit_card,0,0
165,30,2022-10-26,71.8,addon,paypal,0,25
166,30,2023-01-05,372.98,one_time_purchase,debit_card,0,10
167,30,2023-07-25,-194.8,one_time_purchase,wire_transfer,1,15
168,30,2023-09-04,50.18,one_time_purchase,debit_card,0,25
169,30,2023-02-11,138.14,subscription,ach,0,0
170,30,2023-04-25,225.83,subscription,paypal,0,0
171,30,2023-02-15,16.07,addon,ach,0,0
172,30,2023-05-23,275.3,subscription,debit_card,0,0
173,30,2023-03-09,95.78,addon,debit_card,0,0
174,30,2023-08-20,33.48,subscription,paypal,0,0
175,31,2023-08-09,214.01,subscription,ach,0,0
176,32,2024-06-07,436.51,professional_services,paypal,0,20
177,32,2024-05-15,59.4,addon,wire_transfer,0,25
178,32,2024-07-23,100.83,one_time_purchase,debit_card,0,15
179,32,2024-07-11,98.41,addon,debit_card,0,5
180,32,2024-06-16,260.81,one_time_purchase,credit_card,0,5
181,33,2023-09-26,43.31,subscription,wire_transfer,0,0
182,33,2023-05-25,35.36,addon,paypal,0,0
183,33,2023-04-19,-436.28,one_time_purchase,wire_transfer,1,15
184,33,2023-12-10,270.96,subscription,paypal,0,10
185,33,2023-06-17,-22.5,addon,ach,1,20
186,33,2024-03-22,246.31,one_time_purchase,ach,0,10
187,33,2023-12-13,42.71,addon,ach,0,0
188,35,2024-08-19,96.86,subscription,debit_card,0,25
189,35,2024-09-02,34.68,upgrade,credit_card,0,0
190,35,2024-06-28,36.88,upgrade,debit_card,0,15
191,36,2023-06-02,672.44,professional_services,debit_card,0,0
192,36,2024-01-30,80.72,subscription,credit_card,0,10
193,36,2024-03-11,38.87,subscription,debit_card,0,15
194,36,2024-03-06,418.05,one_time_purchase,wire_transfer,0,0
195,36,2023-03-20,280.29,subscription,paypal,0,10
196,36,2024-01-17,55.21,addon,debit_card,0,0
197,36,2024-07-24,77.95,subscription,credit_card,0,25
198,36,2024-07-26,42.43,addon,debit_card,0,0
199,36,2024-04-03,71.04,subscription,wire_transfer,0,10
200,36,2023-05-12,31.79,addon,credit_card,0,20
201,36,2023-08-03,239.78,training,credit_card,0,25
202,36,2024-02-28,75.79,upgrade,credit_card,0,15
203,36,2023-04-22,176.08,subscription,credit_card,0,20
204,36,2024-03-20,340.69,one_time_purchase,paypal,0,0
205,37,2023-12-20,182.56,upgrade,paypal,0,20
206,37,2024-04-21,39.3,addon,ach,0,15
207,37,2024-03-08,204.99,subscription,ach,0,10
208,37,2023-06-26,244.91,subscription,wire_transfer,0,20
209,37,2023-03-10,8.75,addon,paypal,0,20
210,37,2023-03-11,1404.14,professional_services,paypal,0,10
211,37,2024-03-12,113.12,upgrade,wire_transfer,0,10
212,37,2023-02-22,-32.98,addon,paypal,1,0
213,37,2024-02-23,223.48,subscription,ach,0,0
214,38,2024-02-10,88.92,addon,ach,0,20
215,38,2023-07-25,1816.8,professional_services,ach,0,25
216,38,2023-11-12,-104.38,subscription,wire_transfer,1,0
217,39,2024-09-02,22.29,addon,wire_transfer,0,0
218,39,2024-03-29,118.47,upgrade,ach,0,25
219,39,2024-06-02,42.44,one_time_purchase,wire_transfer,0,0
220,39,2024-06-18,392.59,one_time_purchase,ach,0,0
221,39,2024-08-21,1388.6,professional_services,debit_card,0,15
222,39,2024-02-08,134.87,upgrade,ach,0,20
223,39,2024-07-10,74.97,subscription,credit_card,0,0
224,39,2024-12-08,215.77,subscription,ach,0,15
225,39,2024-07-16,49.71,addon,paypal,0,10
226,39,2024-07-11,138.42,subscription,debit_card,0,20
227,39,2024-10-28,342.03,one_time_purchase,ach,0,0
228,39,2024-03-10,288.44,one_time_purchase,ach,0,0
229,39,2024-08-06,227,subscription,credit_card,0,20
230,39,2024-04-18,99.03,one_time_purchase,wire_transfer,0,15
231,40,2024-04-16,218.88,training,ach,0,15
232,40,2023-04-06,73.08,subscription,debit_card,0,5
233,40,2023-05-12,197.03,upgrade,wire_transfer,0,25
234,40,2023-11-26,89.45,upgrade,paypal,0,10
235,40,2023-03-19,348.69,one_time_purchase,ach,0,10
236,40,2024-06-01,26.16,addon,paypal,0,20
237,40,2024-03-05,262.39,subscription,ach,0,0
238,40,2023-11-08,134.68,upgrade,wire_transfer,0,0
239,41,2023-08-01,74.78,subscription,credit_card,0,25
240,41,2023-07-23,-43.42,addon,debit_card,1,0
241,41,2023-07-15,347.49,one_time_purchase,ach,0,0
242,42,2024-05-06,72.97,addon,debit_card,0,20
243,42,2024-06-16,-28.72,subscription,wire_transfer,1,20
244,42,2024-05-27,231.95,one_time_purchase,wire_transfer,0,0
245,43,2023-01-29,218.67,subscription,wire_transfer,0,0
246,43,2024-02-02,437.98,training,paypal,0,15
247,43,2024-02-20,234.43,subscription,credit_card,0,25
248,43,2023-11-11,73.25,addon,credit_card,0,15
249,43,2023-08-26,278.01,subscription,wire_transfer,0,20
250,43,2022-12-24,254.8,subscription,debit_card,0,0
251,43,2023-08-29,36.94,addon,debit_card,0,20
252,43,2023-05-16,195.54,subscription,debit_card,0,20
253,43,2023-05-12,209.17,subscription,paypal,0,20
254,43,2024-03-22,20.32,subscription,paypal,0,25
255,43,2022-09-14,117.17,subscription,paypal,0,5
256,43,2023-01-28,33.65,addon,debit_card,0,5
257,43,2024-07-30,185.55,subscription,debit_card,0,5
258,44,2024-03-23,13.48,subscription,ach,0,25
259,44,2024-04-18,89.6,addon,ach,0,0
260,44,2024-05-13,118.18,subscription,debit_card,0,20
261,44,2024-05-19,50.5,addon,paypal,0,0
262,44,2024-03-03,74.82,subscription,debit_card,0,0
263,44,2024-04-06,58.52,addon,ach,0,0
264,44,2024-03-04,-193.51,one_time_purchase,paypal,1,0
265,46,2024-06-18,28,addon,debit_card,0,0
266,46,2023-12-27,237.91,one_time_purchase,ach,0,5
267,46,2024-01-22,64.91,subscription,debit_card,0,0
268,46,2024-05-26,70.03,subscription,wire_transfer,0,20
269,46,2023-10-22,78.45,addon,debit_card,0,0
270,46,2024-05-03,34.09,subscription,ach,0,25
271,46,2023-12-21,-33.2,addon,credit_card,1,15
272,46,2024-04-15,47.01,upgrade,credit_card,0,20
273,46,2024-01-08,124.26,upgrade,paypal,0,0
274,46,2024-05-18,31.67,addon,ach,0,5
275,46,2024-01-07,205.89,subscription,credit_card,0,20
276,46,2023-12-04,35.01,addon,wire_transfer,0,20
277,46,2023-11-24,229.76,subscription,wire_transfer,0,0
278,46,2024-02-24,277.52,one_time_purchase,debit_card,0,0
279,46,2023-12-20,98.25,subscription,credit_card,0,20
280,46,2024-02-02,499.55,professional_services,debit_card,0,10
281,46,2023-12-09,159.3,upgrade,paypal,0,0
282,46,2024-05-23,344.07,training,debit_card,0,5
283,46,2024-01-14,85.49,addon,paypal,0,0
284,46,2024-02-19,417.03,one_time_purchase,wire_transfer,0,5
285,47,2023-10-29,128.13,subscription,wire_transfer,0,0
286,47,2023-08-24,213.55,subscription,paypal,0,5
287,47,2023-10-14,133.54,subscription,ach,0,25
288,48,2024-03-21,30.75,addon,paypal,0,0
289,49,2022-09-16,84.11,upgrade,debit_card,0,20
290,49,2023-05-13,313.75,training,paypal,0,0
291,49,2023-05-09,46.18,addon,debit_card,0,20
292,49,2022-10-14,234.04,subscription,debit_card,0,0
293,49,2024-03-25,67.79,subscription,paypal,0,0
294,49,2024-03-08,67.1,addon,credit_card,0,5
295,49,2022-12-21,22.92,upgrade,paypal,0,10
296,49,2023-10-30,122.11,one_time_purchase,wire_transfer,0,0
297,49,2023-08-05,205.84,subscription,ach,0,5
298,49,2022-08-23,195.6,subscription,credit_card,0,20
299,49,2024-01-23,296.01,subscription,credit_card,0,15
300,49,2023-12-29,721.43,professional_services,ach,0,5
301,49,2023-07-07,371.53,one_time_purchase,credit_card,0,25
302,50,2024-06-11,1259.06,professional_services,wire_transfer,0,0
303,50,2023-08-12,88.6,addon,paypal,0,0
304,50,2023-01-15,176.24,subscription,credit_card,0,15
305,50,2023-12-18,5.6,addon,credit_card,0,0
306,50,2023-06-20,53.48,subscription,ach,0,10
307,50,2024-02-13,115.16,one_time_purchase,ach,0,10
308,50,2023-04-07,52.85,subscription,credit_card,0,0
309,50,2024-05-01,424.46,one_time_purchase,paypal,0,25
310,50,2023-01-11,101.13,subscription,debit_card,0,0
311,50,2023-09-08,296.4,subscription,paypal,0,0
312,50,2022-11-29,269.78,subscription,credit_card,0,15
313,50,2024-01-30,1722.96,professional_services,wire_transfer,0,0
314,51,2024-02-27,16.72,addon,ach,0,25
315,51,2024-07-15,228.66,subscription,ach,0,20
316,51,2024-02-04,171.1,one_time_purchase,ach,0,0
317,51,2024-02-06,52.82,addon,credit_card,0,0
318,51,2024-02-27,86.06,upgrade,paypal,0,10
319,52,2024-10-08,129.09,one_time_purchase,wire_transfer,0,15
320,52,2023-08-09,173.62,training,credit_card,0,10
321,53,2023-02-02,55.01,subscription,credit_card,0,0
322,53,2023-08-26,1355.81,professional_services,debit_card,0,15
323,53,2024-03-28,280.59,subscription,paypal,0,0
324,53,2023-05-16,15.7,upgrade,paypal,0,15
325,53,2023-10-22,-32.67,one_time_purchase,wire_transfer,1,0
326,53,2023-02-28,88.28,one_time_purchase,wire_transfer,0,25
327,53,2024-07-14,38.92,subscription,credit_card,0,0
328,53,2024-03-28,100.58,training,ach,0,15
329,54,2024-04-18,89.56,addon,ach,0,10
330,54,2024-04-25,350.79,training,ach,0,20
331,54,2024-04-04,158.75,subscription,debit_card,0,0
332,55,2024-05-10,299.93,professional_services,paypal,0,0
333,55,2024-06-03,240.83,one_time_purchase,ach,0,25
334,55,2024-05-02,35.02,upgrade,ach,0,0
335,55,2024-01-04,402.89,one_time_purchase,debit_card,0,0
336,55,2023-12-25,19.85,subscription,wire_transfer,0,0
337,56,2024-03-25,456.72,professional_services,wire_transfer,0,15
338,56,2023-06-23,29.7,addon,ach,0,5
339,56,2023-10-27,267.94,subscription,ach,0,20
340,56,2024-02-26,339.65,one_time_purchase,paypal,0,25
341,56,2023-01-19,-91.04,upgrade,debit_card,1,25
342,56,2023-02-20,142.19,subscription,paypal,0,25
343,56,2023-03-25,683.36,professional_services,ach,0,0
344,56,2023-05-21,282.02,subscription,debit_card,0,0
345,56,2023-07-01,47.75,upgrade,ach,0,25
346,56,2023-04-20,54.87,addon,paypal,0,25
347,56,2024-05-21,283.73,subscription,debit_card,0,10
348,56,2023-02-26,323.76,one_time_purchase,debit_card,0,0
349,56,2024-05-22,1258.36,professional_services,credit_card,0,5
350,57,2024-03-18,989.21,professional_services,credit_card,0,5
351,57,2023-12-21,170.61,subscription,credit_card,0,0
352,57,2024-06-12,18.52,addon,wire_transfer,0,0
353,57,2024-06-20,131.09,subscription,paypal,0,0
354,58,2024-08-02,223.76,subscription,debit_card,0,0
355,58,2024-08-13,89.6,subscription,ach,0,0
356,58,2024-07-10,77.54,addon,wire_transfer,0,0
357,59,2024-06-19,11.62,addon,paypal,0,10
358,59,2022-11-14,267.53,subscription,wire_transfer,0,20
359,59,2024-05-25,215.12,subscription,paypal,0,20
360,59,2023-05-22,13.33,addon,debit_card,0,10
361,59,2024-02-22,193.02,upgrade,paypal,0,0
362,60,2022-11-30,83.61,addon,credit_card,0,0
363,60,2022-10-02,252.06,one_time_purchase,ach,0,0
364,60,2022-12-27,68.9,one_time_purchase,ach,0,20
365,60,2023-02-09,81.41,upgrade,credit_card,0,15
366,60,2023-02-08,252.24,subscription,ach,0,0
367,60,2022-10-01,230.8,subscription,wire_transfer,0,15
368,60,2023-03-09,185.71,one_time_purchase,ach,0,20
369,60,2023-04-16,93.38,addon,credit_card,0,15
370,60,2022-11-01,7.27,addon,paypal,0,0
371,60,2022-12-21,148.52,upgrade,paypal,0,5
372,60,2023-04-04,188.14,one_time_purchase,wire_transfer,0,5
373,60,2023-03-26,142.42,subscription,debit_card,0,5
374,60,2022-10-30,86.17,addon,paypal,0,15
375,60,2023-03-25,170.5,upgrade,paypal,0,10
376,61,2023-01-14,169.2,one_time_purchase,wire_transfer,0,0
377,61,2023-05-09,214.43,subscription,paypal,0,20
378,61,2023-03-26,195.24,training,ach,0,5
379,61,2024-08-01,76.14,addon,ach,0,15
380,62,2024-06-29,87.43,addon,debit_card,0,5
381,62,2024-06-30,112.24,subscription,credit_card,0,15
382,62,2024-07-05,178.62,upgrade,paypal,0,0
383,62,2024-02-25,8.83,addon,credit_card,0,5
384,62,2024-05-04,210.87,subscription,wire_transfer,0,0
385,63,2023-08-29,435.89,training,wire_transfer,0,20
386,63,2023-11-17,58.4,addon,ach,0,25
387,63,2023-10-08,445.53,one_time_purchase,paypal,0,5
388,64,2022-12-29,113.19,subscription,paypal,0,0
389,64,2024-04-21,165.56,subscription,wire_transfer,0,25
390,64,2023-11-02,243.29,subscription,ach,0,10
391,64,2022-12-18,58.98,addon,wire_transfer,0,20
392,64,2023-12-29,94.6,addon,wire_transfer,0,25
393,64,2023-11-26,449,one_time_purchase,credit_card,0,0
394,64,2024-03-31,285.92,subscription,credit_card,0,5
395,64,2024-05-02,45.5,addon,wire_transfer,0,0
396,64,2022-12-09,167.72,one_time_purchase,paypal,0,5
397,64,2022-12-27,87.34,addon,ach,0,0
398,64,2024-03-30,86.1,addon,paypal,0,0
399,64,2023-12-25,292.46,subscription,wire_transfer,0,25
400,64,2024-05-19,66.24,subscription,debit_card,0,0
401,64,2022-06-02,256.59,one_time_purchase,credit_card,0,0
402,64,2023-06-20,94.21,addon,wire_transfer,0,15
403,64,2024-04-15,84.64,addon,paypal,0,5
404,64,2022-10-31,440.95,one_time_purchase,paypal,0,0
405,65,2022-08-28,182.07,one_time_purchase,paypal,0,25
406,65,2022-07-19,215.71,professional_services,credit_card,0,10
407,65,2022-07-28,-294.7,subscription,wire_transfer,1,10
408,66,2022-06-02,1915.85,professional_services,debit_card,0,20
409,66,2022-06-13,109.77,subscription,ach,0,0
410,67,2024-04-19,156.68,upgrade,credit_card,0,20
411,67,2024-01-24,165.36,subscription,paypal,0,0
412,68,2023-07-11,89.62,addon,ach,0,0
413,68,2023-03-03,1864.35,professional_services,wire_transfer,0,15
414,70,2022-11-25,270.85,training,paypal,0,0
415,70,2022-05-24,1850.14,professional_services,ach,0,0
416,70,2022-06-26,172.87,one_time_purchase,ach,0,25
417,71,2024-03-06,139.44,subscription,wire_transfer,0,15
418,71,2024-04-14,151.74,subscription,ach,0,10
419,71,2024-04-26,165.83,one_time_purchase,credit_card,0,5
420,71,2024-05-08,45.73,upgrade,debit_card,0,25
421,71,2024-06-06,-23.85,subscription,wire_transfer,1,5
422,71,2024-02-11,165.41,subscription,ach,0,15
423,71,2024-05-07,106.66,upgrade,debit_card,0,0
424,71,2024-01-19,22.46,addon,credit_card,0,10
425,72,2023-07-27,120.24,subscription,paypal,0,0
426,74,2024-06-02,19.66,addon,wire_transfer,0,5
427,74,2023-12-24,86.19,addon,paypal,0,0
428,74,2023-03-22,218.63,one_time_purchase,debit_card,0,5
429,74,2024-05-12,-58.15,upgrade,credit_card,1,15
430,74,2024-01-09,34.49,upgrade,credit_card,0,0
431,74,2022-05-25,238.65,subscription,paypal,0,25
432,74,2022-07-17,587.35,professional_services,paypal,0,15
433,74,2023-07-30,257.24,subscription,wire_transfer,0,0
434,74,2024-05-18,484.04,professional_services,debit_card,0,20
435,74,2022-06-06,8.36,addon,debit_card,0,0
436,74,2022-03-06,45.05,upgrade,debit_card,0,0
437,74,2023-04-18,229.29,one_time_purchase,ach,0,0
438,74,2024-03-22,395.85,training,ach,0,0
439,74,2022-02-10,748.56,professional_services,paypal,0,0
440,74,2023-05-15,196.15,subscription,paypal,0,0
441,74,2023-06-28,63.16,subscription,credit_card,0,20
442,74,2024-07-07,84.28,addon,ach,0,5
443,75,2024-02-28,28.81,subscription,ach,0,0
444,75,2024-03-28,-173.4,one_time_purchase,debit_card,1,0
445,75,2024-02-15,172.62,subscription,debit_card,0,0
446,76,2023-01-12,456.19,one_time_purchase,paypal,0,15
447,76,2024-01-23,75.32,addon,paypal,0,5
448,76,2024-04-01,89.47,addon,debit_card,0,10
449,76,2023-05-19,221.25,subscription,paypal,0,15
450,76,2023-06-05,16.04,subscription,credit_card,0,0
451,76,2024-04-06,87.7,addon,debit_card,0,15
452,76,2023-12-19,127.27,subscription,wire_transfer,0,20
453,76,2024-03-21,258.58,training,debit_card,0,15
454,76,2024-06-17,72.69,subscription,ach,0,0
455,76,2023-12-30,1141.59,professional_services,paypal,0,15
456,76,2023-11-02,50.84,subscription,paypal,0,20
457,76,2024-02-18,72.76,subscription,wire_transfer,0,0
458,77,2024-07-07,173.97,subscription,wire_transfer,0,0
459,77,2024-05-07,47.58,upgrade,debit_card,0,20
460,77,2024-07-30,279.13,subscription,credit_card,0,25
461,77,2024-06-28,-28.88,subscription,paypal,1,0
462,77,2023-09-02,270.62,subscription,debit_card,0,0
463,77,2023-12-22,78.96,upgrade,wire_transfer,0,20
464,77,2024-01-07,158.08,one_time_purchase,debit_card,0,25
465,77,2023-10-03,44.22,subscription,debit_card,0,15
466,77,2024-04-30,49.14,addon,credit_card,0,0
467,77,2024-06-21,1827.45,professional_services,debit_card,0,0
468,77,2024-01-29,49.83,addon,wire_transfer,0,10
469,78,2024-07-21,88.25,addon,credit_card,0,10
470,78,2024-06-20,96.72,subscription,credit_card,0,0
471,78,2024-07-29,138.71,training,credit_card,0,5
472,78,2024-07-01,-402.67,one_time_purchase,debit_card,1,15
473,78,2024-07-02,464.84,professional_services,credit_card,0,25
474,79,2024-03-09,98.61,subscription,paypal,0,15
475,79,2022-06-25,297.58,subscription,paypal,0,0
476,79,2023-11-30,262.02,subscription,ach,0,0
477,79,2022-06-03,67.69,subscription,credit_card,0,15
478,80,2022-07-21,172.19,upgrade,paypal,0,15
479,80,2022-03-23,1466.32,professional_services,paypal,0,20
480,80,2022-05-31,140.01,subscription,ach,0,10
481,80,2022-03-14,47.14,subscription,credit_card,0,0
482,80,2022-04-15,54.5,subscription,credit_card,0,0
483,80,2022-01-19,372.52,one_time_purchase,debit_card,0,0
484,80,2022-11-09,437.25,one_time_purchase,credit_card,0,10
485,81,2024-05-29,1860.47,professional_services,credit_card,0,0
486,81,2024-06-28,54.28,upgrade,wire_transfer,0,0
487,81,2024-06-14,111.47,one_time_purchase,ach,0,20
488,81,2024-05-27,73.77,addon,wire_transfer,0,0
489,81,2024-05-27,12.48,addon,debit_card,0,5
490,81,2024-07-12,22.8,addon,debit_card,0,0
